в каком районе находится собственная дача	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%собственная дача%'
в каком районе находится верхний парк	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%верхний%'
в каком районе находится ансамбль верхнего парка и Нижнего сада	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%ансамбль верхнего парка и Нижнего сада%'
в каком районе находится знаменка	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%знаменка%'
в каком районе находится михайловская дача	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%ансамбль михайловской дачи%'
в каком районе находится михайловка	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%ансамбль михайловской дачи%'
в каком районе находится ансамбль михайловской дачи	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%ансамбль михайловской дачи%'
в каком районе находится петродворец	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%ансамбль петродворца%'
в каком районе находится ансамбль петродворца	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%ансамбль петродворца%'
в каком районе находится сергиевка	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%сергиевка%'
в каком районе находится стрельна	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%стрельна%'
в каком районе находится арт-галерея "дар"	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%арт-галерея "дар"%'
в каком районе находится дар	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%арт-галерея "дар"%'
в каком районе находится арт-галерея "либерти"	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%арт-галерея "либерти"%'
в каком районе находится либерти	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%арт-галерея "либерти"%'
в каком районе находится арт-галерея "Э"	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%арт-галерея "Э"%'
в каком районе находится вагон-музей	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%вагон-музей%'
в каком районе находится военно-исторический музей артиллерии, инженерных войск и войск связи	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%военно-исторический музей артиллерии, инженерных войск и войск связи%'
в каком районе находится выставка мостостроения	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставка мостостроения%'
в каком районе находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова%'
в каком районе находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. кирова	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова%'
в каком районе находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха имени кирова	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова%'
в каком районе находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова%'
в каком районе находится выставочный зал «арт-курорт»	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочный зал «арт-курорт»%'
в каком районе находится арт-курорт	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочный зал «арт-курорт»%'
в каком районе находится выставочный центр «ленэкспо»	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE MUSEUMS.NAME like '%выставочный центр «ленэкспо»%'
в каком районе находится памятник любезным родителям	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%любезным родителям%'
в каком районе находится мемориальная стела героям-ижорцам	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%мемориальная стела героям-ижорцам%'
в каком районе находится памятник в честь подвига 72-го ижорского отдельного пулеметно-артиллерийского батальона	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%в честь подвига 72-го ижорского отдельного пулеметно-артиллерийского батальона%'
в каком районе находится павильон росси	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%павильон росси%'
в каком районе находится памятник марии фёдоровне	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%марии фёдоровне%'
в каком районе находится памятник императрице марии фёдоровне	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%императрице марии фёдоровне%'
в каком районе находится палисадник с оградой и памятником в.к. рентгену	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%палисадник с оградой и памятником в.к. рентгену%'
в каком районе находится палисадник с оградой и памятником рентгену	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%палисадник с оградой и памятником в.к. рентгену%'
в каком районе находится памятник героическому комсомолу	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%героическому комсомолу%'
в каком районе находится памятник каспийцам-товарищам, павшим в войну 1904-1905 гг.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%каспийцам-товарищам, павшим в войну 1904-1905 гг.%'
в каком районе находится памятник каспийцам-товарищам	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%каспийцам-товарищам, павшим в войну 1904-1905 гг.%'
в каком районе находится памятник адмиралу макарову с.о.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу макарову с.о.%'
в каком районе находится памятник академику голицыну б.б.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%академику голицыну б.б.%'
в каком районе находится памятник баснописцу крылову и.а.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу крылову и.а.%'
в каком районе находится памятник биологу мечникову и.и.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%биологу мечникову и.и.%'
в каком районе находится памятник богданову с. и., дважды герою советского союза	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%богданову с. и., дважды герою советского союза%'
в каком районе находится памятник в.и. чапаеву	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%в.и. чапаеву%'
в каком районе находится памятник великой княгине елене павловне	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%великой княгине елене павловне%'
в каком районе находится памятник врачу боткину с.п.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%врачу боткину с.п.%'
в каком районе находится памятник адмиралу макарову	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу макарову%'
в каком районе находится памятник макарову	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу макарову%'
в каком районе находится памятник крылову	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу крылову и.а.%'
в каком районе находится памятник боткину	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%боткину%'
где находится памятник ленину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Ленину%'
где находится парк «ближние дубки»	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ближние дубки%'
где находится полежаевский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Полежаевский%'
где находится александрийский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Александрийский%'
где находится александровский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Александровский%'
где находится парк им. в.и.ленина	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%им. В.И.Ленина%'
где находится аллея фонтанов	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Аллея фонтанов%'
где находится английский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Английский%'
где находится ансамбль марли	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%марли%'
где находится знаменка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Знаменка%'
где находится михайловская дача	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'
где находится михайловка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'
где находится ансамбль михайловской дачи	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'
где находится собственная дача	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Собственная дача%'
где находится верхний парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Верхний%'
где находится ансамбль верхнего парка и нижнего сада	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Верхнего парка и Нижнего сада%'
где находится петродворец	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Петродворец%'
где находится арт-галерея "Э"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Э"%'
где находится либерти	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Либерти"%'
где находится арт-галерея "либерти"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Либерти"%'
где находится дар	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Дар"%'
где находится арт-галерея "дар"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Дар"%'
где находится стрельна	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Стрельна%'
где находится сергиевка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Сергиевка%'
где находится военно-исторический музей артиллерии, инженерных войск и войск связи	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Военно-исторический музей артиллерии, инженерных войск и войск связи%'
где находится выставка мостостроения	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставка мостостроения%'
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха имени кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'
где находится выставочный зал «арт-курорт»	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочный зал «Арт-курорт»%'
где находится арт-курорт	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочный зал «Арт-курорт»%'
