в каком районе находится памятник каспийцам-товарищам, павшим в войну 1904-1905 гг.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%каспийцам-товарищам, павшим в войну 1904-1905 гг.%'	201
в каком районе находится памятник каспийцам-товарищам	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%каспийцам-товарищам, павшим в войну 1904-1905 гг.%'	160
в каком районе находится памятник адмиралу макарову с.о.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу макарову с.о.%'	248
в каком районе находится памятник академику голицыну б.б.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%академику голицыну б.б.%'	138
в каком районе находится памятник баснописцу крылову и.а.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу крылову и.а.%'	147
в каком районе находится памятник биологу мечникову и.и.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%биологу мечникову и.и.%'	195
в каком районе находится памятник богданову с. и., дважды герою советского союза	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%богданову с. и., дважды герою советского союза%'	303
в каком районе находится памятник в.и. чапаеву	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%в.и. чапаеву%'	300
в каком районе находится памятник великой княгине елене павловне	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%великой княгине елене павловне%'	81
в каком районе находится памятник врачу боткину с.п.	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%врачу боткину с.п.%'	310
в каком районе находится памятник адмиралу макарову	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу макарову%'	311
в каком районе находится памятник макарову	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу макарову%'	85
в каком районе находится памятник крылову	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу крылову и.а.%'	113
в каком районе находится памятник боткину	SELECT AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%боткину%'	142
где находится памятник ленину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Ленину%'	205
где находится парк «ближние дубки»	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ближние дубки%'	304
где находится полежаевский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Полежаевский%'	50
где находится александрийский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Александрийский%'	109
где находится александровский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Александровский%'	203
где находится парк им. в.и.ленина	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%им. В.И.Ленина%'	308
где находится аллея фонтанов	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Аллея фонтанов%'	272
где находится английский парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Английский%'	95
где находится ансамбль марли	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%марли%'	318
где находится знаменка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Знаменка%'	171
где находится михайловская дача	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'	282
где находится михайловка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'	3
где находится ансамбль михайловской дачи	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'	128
где находится собственная дача	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Собственная дача%'	45
где находится верхний парк	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Верхний%'	307
где находится ансамбль верхнего парка и нижнего сада	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Верхнего парка и Нижнего сада%'	229
где находится петродворец	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Петродворец%'	257
где находится арт-галерея "Э"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Э"%'	144
где находится либерти	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Либерти"%'	324
где находится арт-галерея "либерти"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Либерти"%'	141
где находится дар	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Дар"%'	245
где находится арт-галерея "дар"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Дар"%'	101
где находится стрельна	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Стрельна%'	323
где находится сергиевка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Сергиевка%'	43
где находится военно-исторический музей артиллерии, инженерных войск и войск связи	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Военно-исторический музей артиллерии, инженерных войск и войск связи%'	310
где находится выставка мостостроения	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставка мостостроения%'	77
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. с. м. кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'	243
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'	321
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха имени кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'	202
где находятся выставочные залы конюшенного корпуса центрального парка культуры и отдыха	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочные залы конюшенного корпуса центрального парка культуры и отдыха им. С.М. Кирова%'	46
где находится выставочный зал «арт-курорт»	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочный зал «Арт-курорт»%'	188
